time,AC,ACEN,AEV,AGI,ALI,AREIT,BDO,BLOOM,BPI,CBC,CNPF,CNVRG,DMC,EMI,GLO,GTCAP,ICT,JFC,JGS,LTG,MBT,MER,MONDE,PGOLD,SCC,SM,SMC,SMPH,TEL,URC
2021-06-01,745.74285216,7.12686727,34.09325417,9.86582038,33.18193462,28.87693909,80.68346475,6.43843352,70.2500942,20.0117753,21.75967517,19.05289729,3.48736771,9.2657047,1477.83810289,567.4868913,121.37271205,180.81061471,55.41159031,8.43724698,38.3551344,227.27345773,12.54886924,32.00468184,6.89285396,922.65829851,109.87224053,35.07005535,983.82539727,119.07821767
2021-06-02,760.323081005,7.180489395,34.421494734999996,10.047458545000001,34.106288989999996,29.016344205000003,80.95037602,6.66280317,70.83342579500001,20.0117753,21.852466495,19.16895554,3.4965773049999997,9.30868993,1481.07365429,581.021501995,123.74096432,183.784157975,56.643497735,8.35923545,38.374904689999994,229.30268503,12.54886924,32.459416385,6.970243785,941.6301896049999,111.71763992,35.764749589999994,987.228329085,121.25117785
2021-06-03,761.1994882033333,7.23736134,34.253727043333335,10.088884793333333,34.27219850666666,28.969875833333333,80.70888486666666,6.760355193333333,71.11120394,19.888752363333335,22.0844455,19.14961217666667,3.534438986666667,9.323018339999999,1475.68106862,579.0879861833333,124.33302210333333,184.48757681333333,56.76427278333333,8.337232196666667,38.500119176666665,229.70853049000002,12.430952073333335,32.50994292666667,7.061391803333334,947.3137519166667,112.49049949333333,35.78870566333333,990.3791918733333,121.62782427999998
2021-06-04,763.5498529625,7.3242941725,34.147960929999996,10.100038014999999,34.3314523575,28.9864721075,80.9313109275,6.814008805,71.2188425525,19.837492625,22.2004350025,19.28259543,3.5610444924999998,9.289585384999999,1478.8492127025002,574.616730865,124.5444728225,184.8872466075,57.066210405,8.3232301275,38.5824967125,229.50560776,12.441812865,32.55685981,7.0785895425,950.6358341125,112.40374994999999,35.7048633925,993.8451409425,121.6423106825
2021-06-07,762.856694542,7.376453872000001,34.180784986000006,10.037898642,34.348042992,29.02032755,80.973254128,6.826690568000001,71.166759568,19.839543136,22.214353816,19.333371012,3.564728332,9.271436066,1480.750099152,573.770817696,124.50218267800001,185.510731486,57.343993016,8.314828886,38.59238186,228.247486832,12.45950044,32.662964682,7.107481744,950.707879268,112.162428492,35.587484534,995.168503314,121.82483933799999
2021-06-08,763.3506695083333,7.380353661666667,34.29019821666667,9.999659028333333,34.46180972,29.065730336666665,81.064766565,6.840022678333334,71.11120394,19.840910143333332,22.18496978,19.312416115,3.5743472450000002,9.284809248333334,1477.83810289,574.8181387616667,124.88279256,186.32605786500002,57.67178649833334,8.289225101666666,38.59897195833333,227.40873954666665,12.471292156666665,32.647084643333336,7.159418916666667,952.6771135333333,111.81227578666666,35.53318644,994.9164342916666,121.98998431166666
2021-06-09,768.3473287285715,7.427708261428571,34.41211630714286,9.986002022857141,34.725910628571434,29.017576088571428,81.50054007142856,6.8579072157142855,71.14890264,19.841886577142855,22.124213407142857,19.344424290000003,3.589988942857143,9.32301834,1477.02921504,577.0163620971429,125.16674086857142,187.7991265342857,57.96148540285714,8.245218597142857,38.631923009999994,226.85601552285715,12.511632241428572,32.63574175857143,7.189146437142857,953.8092516999999,111.57568612142857,35.60391032571429,994.5203258271429,122.31903256714286
2021-06-10,768.92780622375,7.44981868125,34.5801439025,9.96858934125,34.8528824025,28.98649688125,81.70344711,6.87863702125,71.1198845075,19.8374928325,22.04384909125,19.3623856,3.60325514875,9.35167515875,1476.4225491525,577.3961598462499,125.3797021,188.73606792125,58.00860553625,8.21221371875,38.65663629875,226.6646895375,12.5674877425,32.77881313875,7.19338445125,955.73903266625,111.82410527,35.63898738125,994.03419271125,122.78311477625
2021-06-11,770.3884848866667,7.474598601111111,34.72542069666667,9.946548453333333,35.014841700000005,29.03395542666667,81.93773449666666,6.901263671111112,71.18064847666668,19.86597038111111,22.017429206666666,19.51605536222222,3.609480154444445,9.373963795555555,1477.838102891111,577.4767230055555,125.63931671,189.4221676011111,58.07226306888889,8.173207953333334,38.741760038888884,226.73233044777777,12.623343243333332,32.89971470666667,7.206999328888888,958.3073090622222,111.91216920111111,35.61835951444445,993.6560891766666,123.25030218
2021-06-14,771.748243933,7.5070968559999995,34.951055653000004,9.944211588,35.025902229,29.096097763,82.461636073,6.913511870000001,71.266759451,19.88875242,21.954536902,19.653498357,3.62612565,9.422361978,1483.338540275,577.541173533,126.075375173,190.354730347,58.113466215,8.164806712,38.762409538,226.786443176,12.727606845,33.018090008,7.224082417,958.536786226,111.88798448,35.649767136,993.504847763,123.484981782
